id,title,score_final,Drama,Comedy,Horror,Romance
34125,Thirst for Love,6.58,0,0,1,0
8736,Drones,55.89,0,1,0,0
16130,Catch.44,22.02,0,1,0,0
109459,The Return of Frank Cannon,3.14,1,0,0,0
320917,The Sound of Fury,5.6,1,0,0,1
35402,The Letter,10.83,1,0,0,0
80410,Three Resurrected Drunkards,16.5,1,0,0,0
51365,Tormento,14.35,0,0,0,0
39324,Les Visiteurs du Soir,28.99,0,0,0,0
18095,Ingmar Bergman Makes a Movie,20.8,0,0,0,0
94570,The Secret Life of Zoey,9.65,1,0,0,1
76696,Moebius Redux: A Life in Pictures,30.54,1,0,0,1
68143,Tony,3.48,0,0,0,0
102630,Dive!,9.8,0,0,0,0
122924,The Clink of Ice,17.56,0,0,0,0
18443,The Warped Ones,9.82,0,0,1,0
155341,16 to Life,1.52,0,0,1,0
38256,How to Survive a Plague,9.69,0,0,0,0
58159,[REC]³ Genesis,10.25,0,0,0,0
49084,Four Sons,18.67,0,1,0,0
81436,Gangs of Wasseypur,2.28,0,0,0,0
105978,Greystone Park,3.76,0,0,0,0
94548,Last Ride,2.32,0,0,1,0
100683,Girl in Progress,14.52,1,0,0,0
59296,Astérix and Obélix: God Save Britannia,25.97,0,1,0,1
13676,Lightning Strikes Twice,58.83,0,0,0,0
85593,My Forbidden Past,3.53,0,1,0,0
37724,Around the World,2328.31,0,0,0,0
131997,Turkish Passion,3.64,1,0,0,0
58383,Un Dimanche à Kigali,6.1,1,0,0,0
77287,We Are Legion: The Story of the Hacktivists,0.0,1,0,0,0
20106,The Barrens,22.77,0,1,0,0
21145,Transit,9.8,0,1,0,0
63988,Love Me No More,6.49,0,0,0,0
77953,Paranormal Activity 4,184.23,0,1,0,0
116019,You Are God,2.87,1,0,0,0
85414,Where the Boys Are '84,29.23,0,0,0,0
82696,Skyscraper,92.05,1,1,0,1
24410,Tai Chi Zero,10.88,0,0,0,0
70872,The White Angel,4.2,0,0,0,0
38202,The X from Outer Space,4.37,0,0,0,0
36996,The Babymakers,3.95,1,0,0,0
84327,Rosewood Lane,27.13,0,0,0,0
118984,The Glamorous Life of Sachiko Hanai,5.82,1,0,0,0
20499,The Strange Case of the End of Civilization as We Know It,8.05,0,0,0,0
100910,A Feast At Midnight,0.48,1,0,0,1
45792,Tom & Thomas,6.04,1,0,0,0
8266,"3, 2, 1... Frankie Go Boom",22.45,0,0,0,0
314070,Alex Cross,0.0,0,0,0,0
51190,The Ambassador,5.4,1,0,0,0
50090,Cloud Atlas,11.14,1,0,0,0
77068,Hellboy: The Seeds of Creation,7.25,0,0,1,0
46888,Rx (Simple Lies),4.75,0,0,0,0
49958,Terry Pratchett: Choosing to Die,14.07,0,0,1,0
32327,ReGeneration,4.8,0,0,0,0
50696,Free Men,5.76,1,0,0,0
133523,The Girl,3.18,0,0,1,0
43121,This Ain’t California,5.4,1,0,0,0
133373,Steve Jobs: The Lost Interview,4.14,1,0,0,0
71719,Rolling,2.78,1,0,0,0
79771,Silent Hill: Revelation 3D,13.48,0,1,1,0
34800,Warren Oates: Across the Border,11.63,1,1,0,0
21537,Graduation Day,4.21,1,0,0,0
68649,April Fool's Day,3.86,0,0,0,0
84383,Holiday Affair,20.03,0,0,0,0
126420,Like Dandelion Dust,4.0,0,0,0,0
104241,Men Do what Men Can,5.05,1,0,0,0
93188,Stockholm East,10.89,1,0,0,1
75595,The Woman Who Dreamed of a Man,17.86,1,0,0,0
95506,Beware the Moon: Remembering 'An American Werewolf in London',4.41,1,1,0,1
78263,Witness to Murder,0.0,1,0,0,0
38034,The Busher,7.65,0,0,0,0
77174,The Piano in a Factory,250.29,0,1,0,0
82650,The Patience Stone,76.21,0,1,0,0
40572,Hamoun,5.13,0,0,0,0
208579,Chasing Mavericks,4.1,0,0,1,0
97088,Craigslist Joe,3.36,1,0,0,0
265579,Here Comes the Boom,3.6,1,0,0,0
36859,The Men Who Made the Movies: Samuel Fuller,2.29,0,0,0,0
75680,Night of the Running Man,5.19,0,1,0,0
458428,Hitman's Run,0.0,0,1,0,0
79224,Mental,26.6,1,0,0,0
85836,Killing Them Softly,20.93,1,0,0,0
84203,The Imposter,12.55,0,1,0,0
84184,The Other Dream Team,54.93,1,1,0,1
293094,The Sessions,0.01,0,0,0,0
121210,Remember the Day,10.44,1,0,0,0
109513,A Child Is Waiting,73.27,0,1,0,1
14196,Salvage,8.09,1,0,0,0
109584,Submarine X-1,32.05,1,0,0,0
73846,Rid Of Me,9.96,1,1,0,0
93934,What Richard Did,5.6,1,0,0,0
14128,Kounterfeit,85.7,0,0,0,1
83384,Watch the Shadows Dance,12.07,1,0,0,0
84289,Smashed,4.25,0,0,1,0
76360,Splinterheads,12.99,0,0,0,0
1556,The Babysitters,10.89,1,0,0,0
118624,The Juche Idea,14.35,1,0,0,0
49526,Wreck-It Ralph,259.71,0,0,0,0
83539,Lookin' to Get Out,12.13,1,0,0,1
101482,Diplomatic Siege,7.9,1,1,0,1
30785,Silver Linings Playbook,5.83,0,1,1,0
42152,Flight,8.88,1,0,0,0
71864,Five Broken Cameras,122.95,1,1,0,0
82633,Anna Karenina,323.2,1,0,0,0
57330,Life of Pi,4.16,0,1,0,0
71668,The Saint In London,100.15,0,1,1,0
71725,The Day,4.38,1,0,0,0
89691,The Man with the Iron Fists,65.02,0,0,1,0
31074,Back to Stay,10.24,1,0,0,0
84340,Excision,23.61,0,1,0,0
26556,The Other Son,4.96,0,1,0,0
202043,Bait,7.12,1,0,0,0
216035,Gallowwalkers,4.98,1,0,0,0
137625,Rosencrantz and Guildenstern Are Undead,2.98,0,0,0,0
263946,Mother Knows Best,5.94,1,0,0,0
84334,Wake in Fright,92.08,0,0,0,0
77883,Won't Back Down,158.66,0,0,1,0
127521,The Bay,33.15,0,0,0,0
119698,Union Square,26.65,0,0,0,0
48034,The Hypnotist,125.44,1,1,0,0
110491,Student of the Year,0.0,0,0,0,0
79694,"Madrid, 1987",47.64,0,0,1,0
83540,Single White Female 2: The Psycho,10.12,1,0,0,0
108762,One Man's Fate,4.56,0,0,0,0
376394,The Details,0.0,0,0,0,0
263947,Jack & Diane,5.17,1,0,0,0
215999,A Late Quartet,5.19,1,0,0,0
134012,Vexille,4.76,1,0,0,0
83403,Sleepless Night,4.76,0,1,0,1
39369,The Age of Innocence,4.45,0,1,0,1
12677,Atomic Twister,13.89,0,0,1,0
79034,Bear with Me,0.0,1,0,0,0
27349,Children of the Living Dead,6.48,0,0,0,0
40629,The Lady,0.04,1,1,0,1
67429,The Rutles 2: Can't Buy Me Lunch,2.95,1,1,0,0
83660,Fate of a Man,17.66,0,0,0,0
84174,All About Actresses,144.67,0,1,0,1
83686,Goal! III : Taking On The World,120.8,1,0,0,0
84344,Stolen,10.96,1,1,0,1
53336,Amour,4.61,1,1,0,0
35623,Something's Gonna Live,5.03,1,0,0,1
86785,Himizu,3.57,1,0,0,0
27146,Brooklyn Castle,4.72,1,1,0,0
189472,The Well Digger's Daughter,2.33,0,0,0,0
114150,The Ambush: Incident at Blood Pass,701.44,0,1,0,1
77948,Jiang Hu,90.58,0,0,0,0
84281,I Accuse,22.48,1,1,0,1
46493,Death Weekend,4.68,1,0,0,0
112090,H.P. Lovecraft's The Tomb,28.19,0,0,0,0
85341,Jackass 3.5,3.37,0,0,0,0
37661,Labor Pains,3.66,1,0,0,0
89708,Cockneys vs Zombies,58.65,1,0,0,0
67166,28 Hotel Rooms,6.17,0,0,0,0
59967,Citadel,1442.1,0,0,0,0
84188,Dangerous Liaisons,73.8,1,0,0,0
122080,Blood Tide,3.87,1,0,0,0
87428,The Scorpion King 3: Battle for Redemption,144.66,0,1,0,0
26505,Wishmaster 2: Evil Never Dies,124.52,0,0,0,0
15895,Indie Game: The Movie,9.94,0,0,0,0
28218,"Batman: The Dark Knight Returns, Part 1",6.66,0,1,0,0
97795,Capital,35.59,0,0,1,0
70808,Beloved Berlin Wall,8.58,0,0,0,0
81215,Meet Monica Velour,3.8,1,0,0,1
94108,Thurgood,4.59,1,0,0,0
71827,The Conscientious Objector,7.85,1,0,0,0
149145,Kill Me Please,5.11,0,0,0,0
126278,Lincoln,2.77,0,0,1,0
84329,Nature Calls,143.57,1,1,0,0
122492,Babbitt,5.31,0,0,0,0
77461,In Their Sleep,17.9,1,1,0,0
84169,Requiem for a Killer,13.76,0,0,0,0
24421,La Bohème,8.17,0,0,1,0
82510,The Caine Mutiny Court-Martial,3.61,0,1,0,0
117408,Vamps,2.32,0,0,0,0
96973,Cash on Demand,19.01,0,1,0,0
16640,The Moth Diaries,2.37,0,1,0,0
71679,Joe + Belle,488.11,0,0,1,0
87825,The Invisible War,119.36,1,0,0,1
88075,OMG: Oh My God!,3.71,1,0,0,1
89455,The Strawberry Statement,30.13,1,0,0,1
148857,The Twilight Saga: Breaking Dawn - Part 2,3.54,0,0,0,0
157903,The Circle,3.74,0,0,0,0
43599,A Holiday Engagement,3.83,1,0,0,1
70090,The Tiger Brigades,3.23,0,1,0,0
74103,The Year 01,2.77,1,1,0,0
84347,Walter,4.89,0,0,0,0
100529,10 Years,20.57,0,1,0,0
68722,Price Check,222.84,1,0,0,0
85339,Red Dawn,2.75,0,0,0,0
191600,Starry Starry Night,3.33,0,0,0,0
49049,Rise of the Guardians,600.02,0,0,0,0
179251,The Seafarers,0.17,1,0,0,0
137145,The Counterfeiters of Paris,19.59,0,0,1,0
60599,Kabei: Our Mother,95.34,1,0,0,0
98369,Samurai Banners,10.77,1,1,0,0
20069,Murder on Flight 502,24.67,1,1,0,0
42399,Amor?,9.59,1,1,0,0
129535,The Last Trapper,2.98,0,1,0,1
78464,Le Poulpe,4.8,0,0,0,0
97933,Locked Out,3.94,0,0,0,0
106124,A Fantastic Fear of Everything,4.07,0,1,0,0
53909,Fire Over England,4.05,0,0,0,0
64454,Fog Over Frisco,4.83,1,1,0,0
4822,Ten Seconds to Hell,3.57,0,0,0,1
55723,Storage 24,10.75,0,0,1,0
67441,Deadfall,3.52,1,0,0,0
48654,Skirt Day,0.01,0,1,0,0
19823,So Big!,15.08,1,0,0,0
112973,The Singing Marine,4.97,1,1,0,1
38091,The Great Diamond Robbery,4.83,0,0,0,0
122930,Two Sisters From Boston,9.05,0,1,0,0
128280,The Quare Fellow,4.13,0,0,0,0
77016,Chronicle of My Mother,362.41,1,0,0,0
52432,"Moral Tales, Filmic Issues",0.01,0,0,0,0
84348,Les modèles de 'Pickpocket',121.73,0,0,1,0
47462,The Confession,4.9,0,1,0,0
84892,Lovely to Look At,926.27,1,0,0,1
103663,Excuse My Dust,291.19,1,0,0,0
103328,Watch the Birdie,76.07,1,0,0,0
111174,Putin’s Kiss,5.92,0,0,0,0
115712,Journey to Saturn,3.53,1,1,0,0
52767,Byzantium,5.56,1,0,0,0
91911,Buzzkill,3.29,0,0,0,0
102784,The Perfect Family,15.7,1,0,0,0
88036,Halo 4: Forward Unto Dawn,14.24,1,0,0,0
68663,Step Up Revolution,0.44,1,0,0,1
51996,The Yellow Cab Man,19.56,1,0,0,0
75638,Four More Years,122.47,0,0,0,0
81830,Hellraiser: Revelations,3.24,0,0,0,0
82675,Welcome to Sherwood! The Story of 'The Adventures of Robin Hood',845.53,0,0,0,0
82390,The Lost Missile,78.12,0,0,0,0
101803,Nightmare Man,3.5,0,0,0,0
83589,Cry Wolf,9.17,0,0,0,0
38719,Imaginaerum,4.51,1,0,0,1
76703,Hold Up,3.31,1,1,0,1
97310,Tarda estate,3.47,0,0,0,0
17165,Raw Deal: A Question Of Consent,14.47,0,0,0,0
223195,The Footprints of a Spirit,3.9,0,0,0,0
270372,Our Town,0.0,1,0,0,0
148408,Bed of Roses,4.32,1,0,0,1
255948,Division III: Football's Finest,4.85,1,0,0,0
128203,Rebecca of Sunnybrook Farm,5.08,1,1,0,0
88273,Mark Twain,80.16,1,0,0,1
82505,DMT: The Spirit Molecule,176.3,0,0,1,0
128564,Mac & Devin Go to High School,6.83,0,1,0,0
5422,A Burning Hot Summer,3.69,0,0,1,0
86703,A Kiss for Corliss,20.6,0,0,1,0
83670,Adventure in Baltimore,3.06,1,0,0,0
127700,Baby Take a Bow,0.01,0,1,0,0
42203,New Fist of Fury,10.82,1,0,0,0
45397,The Killer Meteors,6.91,0,1,1,0
77462,Shaolin Wooden Men,24.14,1,1,0,0
85735,The 36 Crazy Fists,40.53,0,1,0,1
91913,The Sleeping Car Murder,6.42,1,0,0,0
83801,Let's Not Get Angry,13.69,1,0,0,0
79172,Hothead,4.1,0,0,0,0
104557,Poolboy - Drowning Out the Fury,0.32,0,0,0,0
64071,The Poll Diaries,4.63,0,0,0,0
168217,Aftermath,2.35,1,1,0,0
86597,Paperman,107.96,0,0,1,0
110160,To Kill with Intrigue,64.38,1,0,0,1
101731,Magnificent Bodyguards,33.05,1,1,0,0
74830,Fearless Hyena,3.63,1,1,0,0
82096,Dragon Fist,3.9,1,0,0,1
80271,Half a Loaf of Kung Fu,278.82,1,1,0,1
64897,We Should Not Exist,4.95,1,0,0,1
105348,Erreur de la banque en votre faveur,4.53,1,0,0,0
110146,Kirikou and the Wild Beasts,28.2,1,1,0,0
142585,The Statue of Liberty,3.79,1,0,0,0
84342,Slingshot,14.28,0,0,0,0
15936,Brooklyn Bridge,11.64,1,1,0,0
104306,Arcade,3.77,1,0,0,0
97365,Jude the Obscure,138.44,1,0,0,1
131360,Paramore: The Final Riot!,2.36,0,0,0,0
124597,Bad Ass,3.16,0,0,1,0
42628,Nativity!,5.51,0,0,1,0
124423,A Christmas Story 2,4.32,0,0,1,0
81678,Elevator Girl,3.94,1,0,0,0
41996,Fantasy Mission Force,4.54,1,0,0,1
103640,Fearless Hyena Part II,10.06,1,0,0,1
10089,Recoil,7.33,0,1,1,0
123359,Ghost Voyage,16.49,0,0,1,0
84577,"Peace, Love & Misunderstanding",12.81,0,0,1,0
70667,The Congress,81.12,0,0,0,0
101267,The Congress,33.48,0,0,0,0
130717,The Congress,0.02,0,0,0,0
57230,The Congress,13.01,1,0,1,0
43687,Fever,4.39,1,0,0,1
134738,Made in Mexico,2.76,1,0,0,1
71720,Hitchcock,3.41,0,0,0,0
135312,Caesar Must Die,3.56,0,0,0,0
170263,Interceptor,0.0,0,0,0,0
197726,Now Where Did the Seventh Company Get to?,2.92,0,0,0,0
100085,Other Worlds,2.72,0,0,0,0
53898,Peppermint Soda,4.07,1,0,0,0
170517,American Roulette,3.21,0,1,0,0
110336,From Up on Poppy Hill,3.67,0,0,1,0
91250,Redline,0.0,0,0,0,0
131671,Honeymoon,2.76,0,0,0,0
262243,Just Around the Corner,4.44,0,0,0,0
537,Kathleen,5.02,1,0,0,1
84180,Burn Up!,6.46,1,0,0,0
47405,Welcome to the Space Show,0.09,1,1,0,1
135547,Winners & Sinners,1.44,0,0,0,0
90125,Barry Munday,38.01,0,0,0,0
62214,Purge,293.09,0,1,0,0
15004,The Day He Arrives,13.48,0,0,1,0
61372,My Lucky Stars,3.38,0,1,0,0
151232,"Twinkle, Twinkle, Lucky Stars",4.06,1,1,0,0
161456,Kiss and Tell,4.63,0,0,0,0
82507,"Oui, mais...",492.27,0,0,1,0
92171,L'aventure c'est l'aventure,6.5,0,0,0,0
13830,A Season for Miracles,15.37,1,0,0,0
64291,1911,7.16,1,0,0,0
38753,Looking for Jackie,14.1,1,0,0,1
102639,The Shaolin Temple,10.91,1,0,0,0
76492,Shaolin Temple 2: Kids from Shaolin,797.44,0,1,0,0
207459,Carol Channing: Larger Than Life,3.36,0,0,0,0
110354,Memory,39.31,0,0,0,0
69778,Martial Arts of Shaolin,33.09,0,1,0,0
196738,Snowmageddon,2.35,0,0,0,0
283101,Stand Up and Fight,0.01,0,0,0,0
288421,Jazz,0.27,0,0,0,0
16387,Barbara,10.88,0,0,0,0
97683,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,7.3,1,1,0,0
33390,Little Miss Broadway,6.09,1,1,0,0
33391,Miss Annie Rooney,5.8,1,1,0,0
39062,Mr. Belvedere Goes to College,10.04,1,1,0,0
109600,The Hobbit: An Unexpected Journey,2.32,1,0,0,1
49971,Born to Defend,7.05,1,1,0,1
40709,Dragon Fight,12.65,1,0,0,0
48202,The Master,3.27,0,1,1,0
71723,Kung Fu Cult Master,3.71,0,0,0,0
34078,The Fitzgerald Family Christmas,6.37,0,0,1,0
30953,Hyde Park on Hudson,4.97,0,0,0,0
35253,Lay the Favorite,10.75,0,0,0,0
68734,Audition/Talent Competition,1051.86,1,0,0,0
86838,All's Faire in Love,374.7,0,1,0,0
84317,Crooked Arrows,11.35,1,0,0,0
79697,The Enforcer,52.68,0,1,0,0
134371,Dr. Wai in the Scriptures with No Words,15.88,1,0,0,0
109843,Once Upon a Time in China and America,18.79,1,0,0,0
84306,Contract Killer,59.7,1,1,0,1
40075,The Executor,5.78,0,0,0,0
80059,Never Say... Never!,0.01,0,0,0,0
39779,Calmos,3.93,1,0,0,0
86726,How to Make Love to a Woman,5.76,0,0,0,0
116463,"After Fall, Winter",12.21,0,0,1,0
38280,Violeta Went to Heaven,3.68,1,1,0,0
99579,Rebellion,32.21,1,0,0,0
72391,Versailles,17.97,0,1,0,0
84284,Two in the Wave,14.17,0,0,0,0
84351,"RKO Production 601: The Making of 'Kong, the Eighth Wonder of the World'",20.94,0,0,0,0
18112,Yossi,4.65,0,0,0,0
105210,"All Blossoms Again: Pedro Costa, Director",12.04,1,1,0,0
78604,The Last Rites of Joe May,14.63,1,0,0,0
131837,100 Ways to Murder Your Wife,0.21,1,0,0,0
89723,The Prodigal,3.69,0,1,1,0
57089,The Eleventh Hour,47.11,0,1,0,0
95503,Barfi,3.76,0,0,0,0
49250,Federico Fellini's Autobiography,3.74,0,1,0,0
75736,Zero Dark Thirty,36.92,1,0,0,0
202973,Neighboring Sounds,3.04,0,0,0,0
27543,Chasing Ice,6.11,1,0,0,0
122928,Antiviral,4.55,1,0,0,0
108512,The Arrival of a Train at La Ciotat,3.23,1,1,0,0
149190,Adventures of Arsene Lupin,2.6,1,0,0,0
45000,The Three Brothers,7.05,1,0,0,0
50950,Ghost Machine,4.29,0,0,0,0
98303,Freeloaders,2.32,1,0,0,0
55327,The Immortal Story,0.22,0,0,0,0
32904,Filming Othello,11.9,1,0,1,0
82642,The Woodsman and the Rain,3.44,0,0,0,0
50845,Fire with Fire,20.73,1,1,0,0
95508,Warm Bodies,3.89,1,0,0,0
91122,Dororo,3.5,0,1,0,1
84286,Asylum Blackout,8.7,0,0,0,0
80280,Fresh Bait,112.63,0,0,1,0
110525,Frenchmen,0.01,1,0,0,0
117691,Wrong,32.59,0,0,0,0
122804,Young & Wild,6.88,0,0,1,0
27480,Trishna,8.67,1,0,0,0
82618,Aftershock,17.92,1,1,0,0
99770,Chained,104.62,0,1,0,0
72479,The Goodbye Girl,3.52,1,0,0,0
106016,The Ring Finger,4.09,1,0,0,0
43172,"Count Yorga, Vampire",0.0,0,1,0,0
60985,The Comedy,6.24,1,0,0,0
49846,7 Khoon Maaf,3.79,1,0,0,0
97690,The Red Shoes,26.73,0,0,0,0
135368,Bluebeard,16.78,0,0,1,0
82485,Our Little Girl,30.26,1,0,0,0
9736,Playing for Keeps,18.28,0,0,0,0
82990,Poor Little Rich Girl,177.37,0,0,1,0
135161,Skate Or Die,4.99,1,0,0,0
59897,Negative Happy Chain Saw Edge,3.12,0,1,0,1
99650,Stevie Nicks: Live at Red Rocks,3.28,1,1,0,0
121823,The Guilt Trip,20.17,1,0,0,0
66893,The Girl on a Motorcycle,2.59,1,0,0,0
42712,Save the Date,4.34,0,0,0,0
98066,Jack Reacher,22.3,0,1,0,0
86759,Django Unchained,13.62,0,0,1,0
71261,This Is 40,4.86,1,1,0,0
6078,The Monster,4.96,0,1,0,0
75244,I Bought a Vampire Motorcycle,1.93,0,0,0,0
48770,Willard,5.17,1,0,0,0
94104,The Public Woman,9.8,0,1,0,0
94348,Ohyaku: The Female Demon,97.08,0,0,0,0
84172,Ice Cream Man,7.56,0,0,0,0
83542,Cirque du Soleil: Worlds Away,918.69,1,0,0,0
72867,The Impossible,4.15,0,0,0,0
17216,A Carol for Another Christmas,5.61,1,0,0,0
108901,Les Misérables,4.16,0,0,0,0
105942,Gestapo's Last Orgy,5.15,0,0,0,0
85741,Mamitas,5.41,1,0,0,0
133557,The Bobo,17.05,1,0,0,0
91030,Struck by Lightning,7.18,0,0,0,0
89638,Minecraft: The Story of Mojang,13.88,0,0,0,0
17375,Spring Break Shark Attack,2.73,1,0,0,0
61012,Campfire Tales,135.41,0,0,1,0
288193,Seven Ways from Sundown,3.25,0,0,0,0
27420,Aziz Ansari: Intimate Moments for a Sensual Evening,9.9,0,0,1,0
26233,Not Fade Away,7.9,0,0,1,0
24863,Quartet,8.52,0,1,0,1
43937,Silent Night,10.41,1,0,0,0
149763,The Turn of the Screw,7.61,0,1,0,1
86983,"Coluche, l'histoire d'un mec",3.32,1,0,0,0
41530,Les parasites,3.58,1,0,0,1
61997,The Reluctant Dragon,4.47,0,0,0,0
37635,A Marine Story,7.39,1,0,0,0
174946,Malibu High,2.4,1,0,0,0
72245,The Softening of the Egg,6.45,1,0,0,0
128158,Who Wants To Kill Jessie?,14.74,1,0,0,0
43761,Jerusalem Countdown,5.05,1,0,0,0
82684,Stand Up and Cheer!,72.98,1,0,0,0
117266,Stowaway,12.79,0,0,0,0
87826,Susannah of the Mounties,188.5,0,1,0,0
262988,11 Flowers,0.17,0,0,0,0
51911,In Your Dreams,7.13,1,0,0,0
127756,The Willow Tree,2.86,0,0,0,0
126797,Would You Rather,13.84,1,1,0,0
64689,Kumaré,231.01,0,0,0,0
84287,Lady Oscar,89.35,1,0,0,0
84318,That Hagen Girl,5.11,0,0,0,0
113947,Holiday Wishes,60.42,1,1,0,1
56558,Maximum Conviction,3.12,1,0,0,1
88912,The Eye of the Storm,11.71,1,0,0,0
39814,976-Evil II,8.97,0,0,1,0
65049,Xtro 2: The Second Encounter,3.9,0,0,0,0
80048,Xtro 3: Watch the Skies,3.92,0,1,0,0
128248,Addicted,12.05,1,0,0,0
128639,Foreign Intrigue,3.06,1,0,0,0
71730,Harem suare,3.71,0,0,0,0
84341,"Glenn, the Flying Robot",31.37,1,0,0,0
24385,Kevin Smith: Burn in Hell,5.13,0,1,0,1
13078,Slipstream,24.85,1,0,0,0
172474,The Woodmans,2.39,0,0,0,0
82690,3 Zimmer/Küche/Bad,1406.49,0,1,0,0
47878,Holiday in Handcuffs,2.9,0,1,0,0
27058,Camp Rock 2: The Final Jam,3.07,0,0,0,0
82693,StreetDance 3D,1462.04,1,1,0,1
87502,The New Barbarians,742.79,1,0,0,0
84170,How To Stop Being A Loser,12.62,0,0,0,0
96724,Transfer,204.87,1,0,0,1
87827,Holiday Reunion,1783.5,1,0,0,0
74545,A Time of Roses,4.19,0,0,0,0
84226,Lipton Cockton in the Shadows of Sodoma,32.79,1,0,1,0
97430,A Midsummer of Love,116.94,0,0,0,0
85544,Alois Nebel,3.72,1,1,0,0
84194,Juan of the Dead,53.01,0,0,1,0
125623,Parental Guidance,11.25,1,0,0,0
118957,Sexy Baby,63.31,0,0,1,0
46429,Snow on tha Bluff,45.52,0,0,1,0
45961,John Dies at the End,3.48,0,1,1,0
119639,Vidal Sassoon: The Movie,1.72,0,0,0,0
26405,Born to Be Wild,24.96,1,0,0,0
82631,Blonde Ice,15.82,1,0,0,0
123105,Ultrasuede: In Search of Halston,76.69,0,0,1,0
102640,Trek Nation,3.59,1,0,0,0
133458,Chely Wright: Wish Me Away,21.97,1,0,0,0
138122,The Central Park Five,18.96,1,1,0,0
84308,The Collection,7.89,1,0,0,0
35683,The Cherry Orchard: Blossoming,6.36,1,0,0,0
286267,FDR: American Badass!,0.0,1,0,0,0
135647,All Superheroes Must Die,24.13,1,1,0,0
105531,Girl Walk // All Day,13.16,1,0,1,1
121879,Las Acacias,32.16,1,0,0,0
13391,Just Ask My Children,23.52,0,0,0,0
79070,Never Too Young to Die,18.27,0,1,0,1
110540,Remember the Daze,0.0,1,0,0,1
24617,Waiting for Lightning,5.3,1,0,0,0
63957,Yesterday's Enemy,2.47,0,0,0,0
34004,Young People,3.86,0,0,1,0
77878,Henry,30.24,1,0,0,0
32694,L'incruste,3.94,0,1,0,0
88564,The Villain,5.93,1,0,0,0
14720,Soldiers of Fortune,9.11,1,1,0,0
19139,Rurouni Kenshin,13.88,1,0,0,0
127493,Les Misérables,109.42,1,0,0,0
86837,Extracted,130.73,1,0,0,1
109516,Mansome,3.94,0,0,0,0
98631,Les Misérables,14.74,1,0,0,0
95808,Les Miserables,5.69,0,0,0,0
62580,The Big Street,26.66,1,0,0,1
20528,The True Meaning of Christmas Specials,6.05,1,0,0,0
38030,Cornelis,5.79,1,0,0,0
73646,Promised Land,4.0,0,0,0,0
40343,Neo Ned,4.66,0,0,1,0
42939,Offender,2.61,1,0,1,0
65851,Confessions of a Window Cleaner,56.84,0,1,0,0
19794,The Man Who Haunted Himself,46.33,0,1,0,0
114606,Dakota Skye,50.22,0,1,1,0
84166,A Demon in My View,9.55,1,0,0,1
52001,The Immaculate Conception of Little Dizzle,22.23,1,0,1,0
121602,Judas Kiss,8.76,1,0,0,1
58790,Confessions of a Pop Performer,4.25,0,0,1,0
78049,Private Romeo,31.42,0,0,0,0
12594,Role/Play,19.36,0,0,1,0
80215,The Sweeney,69.28,0,0,0,0
123025,English Vinglish,132.13,0,0,0,0
121793,Fish Story,20.16,1,0,0,0
43652,Comedy Central Roast of Bob Saget,5.33,1,1,0,0
56928,Tiny Toon Adventures: How I Spent My Vacation,6.6,1,1,0,1
82911,Trapped in the Closet: Chapters 1-12,4.48,1,0,0,0
149586,The Sea of Grass,3.5,0,0,0,0
45585,The Visitors,5.68,0,1,0,0
72976,The Man Who Laughs,444.82,1,0,0,0
135708,Excuse Me for Living,5.88,0,1,0,0
137429,Aftermath,0.28,1,0,0,0
53354,Manuel on the Island of Wonders,7.27,0,0,1,0
68280,Eat Sleep Die,11.48,0,0,0,0
110253,Dr. Bronner's Magic Soapbox,2.47,1,0,0,1
132961,"Guns, Girls and Gambling",2.09,0,0,0,0
73935,A Dark Truth,33.01,0,1,1,1
37343,A Conversation with Gregory Peck,5.04,1,0,0,0
91549,Odette Toulemonde,13.86,0,0,1,0
144271,Mein Kampf,4.45,1,1,0,1
84288,Pusher,18.1,1,0,0,0
135718,Lucy,16.92,1,1,0,0
51956,The Hollywood Complex,4.83,1,0,0,1
50620,The Shunning,807.78,1,0,0,1
120676,She Had to Say Yes,3.17,0,1,0,0
82099,Leave,10.37,0,1,0,1
16276,Texas Chainsaw 3D,11.91,0,0,0,0
63172,K-11,4.86,0,1,0,0
59517,Ex-Girlfriends,3.5,1,0,0,0
58547,Gangster Squad,55.02,1,1,0,0
84323,Dabangg 2,9.65,1,1,0,0
60747,The Marsh,176.83,0,0,0,0
85878,Road to Redemption,10.55,1,0,0,0
81188,The Climb,602.61,0,0,0,0
45314,The Warrior and the Sorceress,6.79,0,0,0,0
59434,The Company You Keep,7.96,0,1,0,0
25746,The Trouble with Bliss,6.44,1,0,0,0
49363,The Samaritan,4.67,0,0,0,0
108282,I Got Next,2.33,1,0,0,0
156180,The Iceman,0.01,1,0,0,0
13678,Behind Blue Skies,10.77,1,0,0,0
62012,Mad Ron's Prevues from Hell,4.29,0,1,0,0
13728,T.N.T.,14.49,0,1,0,0
101519,Secrets of the Tribe,35.63,0,1,0,0
22969,It's Such a Beautiful Day,5.72,1,0,0,1
50675,Kiss the Bride,3.91,0,0,0,0
32070,A Haunted House,3.8,1,0,0,1
114958,Sinners and Saints,19.0,0,0,1,0
97614,Painted Lady,74.86,1,0,0,0
16277,Somewhere in Palilula,19.12,1,0,0,0
98536,A Fork in the Road,2.67,1,0,0,1
